n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.1,7,1,0.960158273501911,0.960158273501911,HD,GN-SCCA,0.1376475
100,200,0.1,7,2,0.900870557969799,1.86102883147171,HD,GN-SCCA,0.1376475
100,200,0.1,7,3,0.810384620939038,2.67141345241075,HD,GN-SCCA,0.1376475
100,200,0.1,7,4,0.893715908303917,3.56512936071467,HD,GN-SCCA,0.1376475
100,200,0.1,7,5,0.370545577943947,3.93567493865861,HD,GN-SCCA,0.1376475
100,200,0.1,7,1,0.936581415570219,0.936581415570219,PD,SCCA,0.083018959
100,200,0.1,7,2,0.964883633240146,1.90146504881037,PD,SCCA,0.083018959
100,200,0.1,7,3,0.982958006261401,2.88442305507177,PD,SCCA,0.083018959
100,200,0.1,7,4,0.944260770227842,3.82868382529961,PD,SCCA,0.083018959
100,200,0.1,7,5,0.95246654419015,4.78115036948976,PD,SCCA,0.083018959
100,200,0.1,7,1,0.902745110660496,0.902745110660496,PD,GN-SCCA,0.179014208
100,200,0.1,7,2,0.953745282780011,1.85649039344051,PD,GN-SCCA,0.179014208
100,200,0.1,7,3,0.941576705889603,2.79806709933011,PD,GN-SCCA,0.179014208
100,200,0.1,7,4,0.93537519353101,3.73344229286112,PD,GN-SCCA,0.179014208
100,200,0.1,7,5,0.966328397180049,4.69977069004117,PD,GN-SCCA,0.179014208
100,200,0.1,7,1,0.934033563916784,0.934033563916784,OPD,SCCA,0.119394167
100,200,0.1,7,2,0.986944204724368,1.92097776864115,OPD,SCCA,0.119394167
100,200,0.1,7,3,0.905490216236374,2.82646798487753,OPD,SCCA,0.119394167
100,200,0.1,7,4,0.887087020709071,3.7135550055866,OPD,SCCA,0.119394167
100,200,0.1,7,5,0.962605588381351,4.67616059396795,OPD,SCCA,0.119394167
100,200,0.1,7,1,0.902745110660496,0.902745110660496,OPD,GN-SCCA,0.140879125
100,200,0.1,7,2,0.953745282780011,1.85649039344051,OPD,GN-SCCA,0.140879125
100,200,0.1,7,3,0.942889958034737,2.79938035147524,OPD,GN-SCCA,0.140879125
100,200,0.1,7,4,0.933509734724072,3.73289008619932,OPD,GN-SCCA,0.140879125
100,200,0.1,7,5,0.968406198051816,4.70129628425113,OPD,GN-SCCA,0.140879125
100,200,0.1,8,1,0.97853023265198,0.97853023265198,HD,SCCA,0.0527225
100,200,0.1,8,2,0.961138395351625,1.93966862800361,HD,SCCA,0.0527225
100,200,0.1,8,3,0.965249212102337,2.90491784010594,HD,SCCA,0.0527225
100,200,0.1,8,4,0.971567171612233,3.87648501171818,HD,SCCA,0.0527225
100,200,0.1,8,5,0.924379115525461,4.80086412724364,HD,SCCA,0.0527225
100,200,0.1,8,1,0.972471694250587,0.972471694250587,HD,GN-SCCA,0.183093125
100,200,0.1,8,2,-0.116536224553392,0.855935469697195,HD,GN-SCCA,0.183093125
100,200,0.1,8,3,0.958139289200182,1.81407475889738,HD,GN-SCCA,0.183093125
100,200,0.1,8,4,0.946956216902683,2.76103097580006,HD,GN-SCCA,0.183093125
100,200,0.1,8,5,0.797341082777819,3.55837205857788,HD,GN-SCCA,0.183093125
100,200,0.1,8,1,0.98084577048655,0.98084577048655,PD,SCCA,0.070239791
100,200,0.1,8,2,0.947492258305787,1.92833802879234,PD,SCCA,0.070239791
100,200,0.1,8,3,0.963989655075236,2.89232768386757,PD,SCCA,0.070239791
100,200,0.1,8,4,0.964542909751361,3.85687059361893,PD,SCCA,0.070239791
100,200,0.1,8,5,0.935756828650607,4.79262742226954,PD,SCCA,0.070239791
100,200,0.1,8,1,0.973533219451953,0.973533219451953,PD,GN-SCCA,0.367655208
100,200,0.1,8,2,0.920918156729505,1.89445137618146,PD,GN-SCCA,0.367655208
100,200,0.1,8,3,0.963633218392753,2.85808459457421,PD,GN-SCCA,0.367655208
100,200,0.1,8,4,0.868684732009662,3.72676932658387,PD,GN-SCCA,0.367655208
100,200,0.1,8,5,0.768412476317838,4.49518180290171,PD,GN-SCCA,0.367655208
100,200,0.1,8,1,0.980559582497739,0.980559582497739,OPD,SCCA,0.113803416
100,200,0.1,8,2,0.950762240445432,1.93132182294317,OPD,SCCA,0.113803416
100,200,0.1,8,3,0.965506187595528,2.8968280105387,OPD,SCCA,0.113803416
100,200,0.1,8,4,0.964309760896319,3.86113777143502,OPD,SCCA,0.113803416
100,200,0.1,8,5,0.93703856426036,4.79817633569538,OPD,SCCA,0.113803416
100,200,0.1,8,1,0.966862360908851,0.966862360908851,OPD,GN-SCCA,0.124456917
100,200,0.1,8,2,0.930064657661132,1.89692701856998,OPD,GN-SCCA,0.124456917
100,200,0.1,8,3,0.927335743262433,2.82426276183242,OPD,GN-SCCA,0.124456917
100,200,0.1,8,4,0.936724807727898,3.76098756956031,OPD,GN-SCCA,0.124456917
100,200,0.1,8,5,0.925166665558314,4.68615423511863,OPD,GN-SCCA,0.124456917
100,200,0.1,9,1,0.934918588296973,0.934918588296973,HD,SCCA,0.1327725
100,200,0.1,9,2,0.972219366609136,1.90713795490611,HD,SCCA,0.1327725
100,200,0.1,9,3,0.986978659379286,2.8941166142854,HD,SCCA,0.1327725
100,200,0.1,9,4,0.873771383629065,3.76788799791446,HD,SCCA,0.1327725
100,200,0.1,9,5,0.958695048363482,4.72658304627794,HD,SCCA,0.1327725
100,200,0.1,9,1,0.930467531072207,0.930467531072207,HD,GN-SCCA,0.134346333
100,200,0.1,9,2,0.959346194650531,1.88981372572274,HD,GN-SCCA,0.134346333
100,200,0.1,9,3,0.970698850972176,2.86051257669491,HD,GN-SCCA,0.134346333
100,200,0.1,9,4,0.63734775937327,3.49786033606818,HD,GN-SCCA,0.134346333
100,200,0.1,9,5,0.80360763216031,4.30146796822849,HD,GN-SCCA,0.134346333
100,200,0.1,9,1,0.938650400451127,0.938650400451127,PD,SCCA,0.129072708
100,200,0.1,9,2,0.980315615704292,1.91896601615542,PD,SCCA,0.129072708
100,200,0.1,9,3,0.965651360382853,2.88461737653827,PD,SCCA,0.129072708
100,200,0.1,9,4,0.969259014681973,3.85387639122025,PD,SCCA,0.129072708
100,200,0.1,9,5,0.904709394431779,4.75858578565203,PD,SCCA,0.129072708
100,200,0.1,9,1,0.928236387754924,0.928236387754924,PD,GN-SCCA,0.10484425
100,200,0.1,9,2,0.901174073218443,1.82941046097337,PD,GN-SCCA,0.10484425
100,200,0.1,9,3,0.958397051579176,2.78780751255254,PD,GN-SCCA,0.10484425
100,200,0.1,9,4,0.930895975048194,3.71870348760074,PD,GN-SCCA,0.10484425
100,200,0.1,9,5,0.821011370556018,4.53971485815675,PD,GN-SCCA,0.10484425
100,200,0.1,9,1,0.974528157737477,0.974528157737477,OPD,SCCA,0.039179
100,200,0.1,9,2,0.972057027782949,1.94658518552043,OPD,SCCA,0.039179
100,200,0.1,9,3,0.956225751214792,2.90281093673522,OPD,SCCA,0.039179
100,200,0.1,9,4,0.936828582337196,3.83963951907241,OPD,SCCA,0.039179
100,200,0.1,9,5,0.959645632928918,4.79928515200133,OPD,SCCA,0.039179
100,200,0.1,9,1,0.930390604567855,0.930390604567855,OPD,GN-SCCA,0.148372375
100,200,0.1,9,2,0.969324514332745,1.8997151189006,OPD,GN-SCCA,0.148372375
100,200,0.1,9,3,0.841876146874989,2.74159126577559,OPD,GN-SCCA,0.148372375
100,200,0.1,9,4,0.962795977985646,3.70438724376124,OPD,GN-SCCA,0.148372375
100,200,0.1,9,5,0.820767907408272,4.52515515116951,OPD,GN-SCCA,0.148372375
100,200,0.1,10,1,0.97578808870936,0.97578808870936,HD,SCCA,0.03791425
100,200,0.1,10,2,0.977782347009097,1.95357043571846,HD,SCCA,0.03791425
100,200,0.1,10,3,0.981539986311105,2.93511042202956,HD,SCCA,0.03791425
100,200,0.1,10,4,0.978741961289113,3.91385238331867,HD,SCCA,0.03791425
100,200,0.1,10,5,0.96708601885653,4.88093840217521,HD,SCCA,0.03791425
100,200,0.1,10,1,0.976997880494923,0.976997880494923,HD,GN-SCCA,0.162189708
100,200,0.1,10,2,0.967630498511852,1.94462837900677,HD,GN-SCCA,0.162189708
100,200,0.1,10,3,0.881830377052087,2.82645875605886,HD,GN-SCCA,0.162189708
100,200,0.1,10,4,0.618953229816315,3.44541198587518,HD,GN-SCCA,0.162189708
100,200,0.1,10,5,0.661476393176709,4.10688837905188,HD,GN-SCCA,0.162189708
100,200,0.1,10,1,0.987433649038917,0.987433649038917,PD,SCCA,0.082160833
100,200,0.1,10,2,0.963284461317727,1.95071811035664,PD,SCCA,0.082160833
100,200,0.1,10,3,0.982054987993204,2.93277309834985,PD,SCCA,0.082160833
100,200,0.1,10,4,0.965718777900978,3.89849187625083,PD,SCCA,0.082160833
100,200,0.1,10,5,0.894248839358861,4.79274071560969,PD,SCCA,0.082160833
100,200,0.1,10,1,0.977269168653599,0.977269168653599,PD,GN-SCCA,0.099967542
100,200,0.1,10,2,0.953445740629732,1.93071490928333,PD,GN-SCCA,0.099967542
100,200,0.1,10,3,0.969935374582002,2.90065028386533,PD,GN-SCCA,0.099967542
100,200,0.1,10,4,0.97082230521712,3.87147258908245,PD,GN-SCCA,0.099967542
100,200,0.1,10,5,0.942615022016594,4.81408761109905,PD,GN-SCCA,0.099967542
100,200,0.1,10,1,0.985192797837804,0.985192797837804,OPD,SCCA,0.0424515
100,200,0.1,10,2,0.952778252822875,1.93797105066068,OPD,SCCA,0.0424515
100,200,0.1,10,3,0.982870297628453,2.92084134828913,OPD,SCCA,0.0424515
100,200,0.1,10,4,0.960799764496094,3.88164111278523,OPD,SCCA,0.0424515
100,200,0.1,10,5,0.910298426324984,4.79193953911021,OPD,SCCA,0.0424515
100,200,0.1,10,1,0.977269168653599,0.977269168653599,OPD,GN-SCCA,0.100545625
100,200,0.1,10,2,0.953445740629732,1.93071490928333,OPD,GN-SCCA,0.100545625
100,200,0.1,10,3,0.969474718004495,2.90018962728783,OPD,GN-SCCA,0.100545625
100,200,0.1,10,4,0.969309642069048,3.86949926935687,OPD,GN-SCCA,0.100545625
100,200,0.1,10,5,0.94310687384718,4.81260614320406,OPD,GN-SCCA,0.100545625
