n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.1,14,3,0.995720197286234,2.98868027925086,HD,CCA,0.048836625
100,200,0.1,14,4,0.997684068572705,3.98636434782357,HD,CCA,0.048836625
100,200,0.1,14,5,0.999738542202361,4.98610289002593,HD,CCA,0.048836625
100,200,0.1,15,1,0.996423904878769,0.996423904878769,HD,CCA,0.05653175
100,200,0.1,15,2,0.994120259122991,1.99054416400176,HD,CCA,0.05653175
100,200,0.1,15,3,0.992145992716498,2.98269015671826,HD,CCA,0.05653175
100,200,0.1,15,4,0.996019598168576,3.97870975488683,HD,CCA,0.05653175
100,200,0.1,15,5,0.998652737088206,4.97736249197504,HD,CCA,0.05653175
100,200,0.1,16,1,0.996966703179016,0.996966703179016,HD,CCA,0.070079416
100,200,0.1,16,2,0.987617676758165,1.98458437993718,HD,CCA,0.070079416
100,200,0.1,16,3,0.997652692696077,2.98223707263326,HD,CCA,0.070079416
100,200,0.1,16,4,0.999633462325056,3.98187053495831,HD,CCA,0.070079416
100,200,0.1,16,5,0.998049870443836,4.97992040540215,HD,CCA,0.070079416
100,200,0.1,17,1,0.999297849072564,0.999297849072564,HD,CCA,0.066509
100,200,0.1,17,2,0.986259369958018,1.98555721903058,HD,CCA,0.066509
100,200,0.1,17,3,0.998373154298464,2.98393037332905,HD,CCA,0.066509
100,200,0.1,17,4,0.997251782552871,3.98118215588192,HD,CCA,0.066509
100,200,0.1,17,5,0.995247521474435,4.97642967735635,HD,CCA,0.066509
100,200,0.1,18,1,0.993946407537068,0.993946407537068,HD,CCA,0.063578083
100,200,0.1,18,2,0.995970186883063,1.98991659442013,HD,CCA,0.063578083
100,200,0.1,18,3,0.9945567246993,2.98447331911943,HD,CCA,0.063578083
100,200,0.1,18,4,0.998081458719784,3.98255477783922,HD,CCA,0.063578083
100,200,0.1,18,5,0.996863092071187,4.9794178699104,HD,CCA,0.063578083
100,200,0.1,19,1,0.999390643099119,0.999390643099119,HD,CCA,0.0506885
100,200,0.1,19,2,0.998375843943873,1.99776648704299,HD,CCA,0.0506885
100,200,0.1,19,3,0.995104139334984,2.99287062637798,HD,CCA,0.0506885
100,200,0.1,19,4,0.996785957145742,3.98965658352372,HD,CCA,0.0506885
100,200,0.1,19,5,0.999156093691404,4.98881267721512,HD,CCA,0.0506885
100,200,0.1,20,1,0.997740881551978,0.997740881551978,HD,CCA,0.051830625
100,200,0.1,20,2,0.997937637699583,1.99567851925156,HD,CCA,0.051830625
100,200,0.1,20,3,0.998260274416929,2.99393879366849,HD,CCA,0.051830625
100,200,0.1,20,4,0.999251280330746,3.99319007399924,HD,CCA,0.051830625
100,200,0.1,20,5,0.998768632734282,4.99195870673352,HD,CCA,0.051830625
100,200,0.1,21,1,0.983537236070581,0.983537236070581,HD,CCA,0.058562458
100,200,0.1,21,2,0.994268167408772,1.97780540347935,HD,CCA,0.058562458
100,200,0.1,21,3,0.993925633712855,2.97173103719221,HD,CCA,0.058562458
100,200,0.1,21,4,0.99497607984766,3.96670711703987,HD,CCA,0.058562458
100,200,0.1,21,5,0.99820557755325,4.96491269459312,HD,CCA,0.058562458
100,200,0.1,22,1,0.988625354311221,0.988625354311221,HD,CCA,0.063135792
100,200,0.1,22,2,0.999371430482375,1.9879967847936,HD,CCA,0.063135792
100,200,0.1,22,3,0.997565984605147,2.98556276939874,HD,CCA,0.063135792
100,200,0.1,22,4,0.997272676706397,3.98283544610514,HD,CCA,0.063135792
100,200,0.1,22,5,0.999718195357428,4.98255364146257,HD,CCA,0.063135792
100,200,0.1,23,1,0.996587931802706,0.996587931802706,HD,CCA,0.050986875
100,200,0.1,23,2,0.996924797080195,1.9935127288829,HD,CCA,0.050986875
100,200,0.1,23,3,0.997508511616707,2.99102124049961,HD,CCA,0.050986875
100,200,0.1,23,4,0.999643647092359,3.99066488759197,HD,CCA,0.050986875
100,200,0.1,23,5,0.994352784560554,4.98501767215252,HD,CCA,0.050986875
100,200,0.1,24,1,0.998198198991861,0.998198198991861,HD,CCA,0.057792958
100,200,0.1,24,2,0.996343549564375,1.99454174855624,HD,CCA,0.057792958
100,200,0.1,24,3,0.996143426649962,2.9906851752062,HD,CCA,0.057792958
100,200,0.1,24,4,0.997950057767225,3.98863523297342,HD,CCA,0.057792958
100,200,0.1,24,5,0.996534347071313,4.98516958004474,HD,CCA,0.057792958
100,200,0.1,25,1,0.9953724462929,0.9953724462929,HD,CCA,0.068562625
100,200,0.1,25,2,0.998428428834577,1.99380087512748,HD,CCA,0.068562625
100,200,0.1,25,3,0.999258605055524,2.993059480183,HD,CCA,0.068562625
100,200,0.1,25,4,0.999445712879605,3.99250519306261,HD,CCA,0.068562625
100,200,0.1,25,5,0.998967826222015,4.99147301928462,HD,CCA,0.068562625
100,200,0.1,26,1,0.997718252318375,0.997718252318375,HD,CCA,0.097204417
100,200,0.1,26,2,0.985484370189635,1.98320262250801,HD,CCA,0.097204417
100,200,0.1,26,3,0.998059189233292,2.9812618117413,HD,CCA,0.097204417
100,200,0.1,26,4,0.998718230909556,3.97998004265086,HD,CCA,0.097204417
100,200,0.1,26,5,0.996368812025739,4.9763488546766,HD,CCA,0.097204417
100,200,0.1,27,1,0.994455594967777,0.994455594967777,HD,CCA,0.070662125
100,200,0.1,27,2,0.996890805496979,1.99134640046476,HD,CCA,0.070662125
100,200,0.1,27,3,0.996749409801733,2.98809581026649,HD,CCA,0.070662125
100,200,0.1,27,4,0.993057460017467,3.98115327028396,HD,CCA,0.070662125
100,200,0.1,27,5,0.994643582361393,4.97579685264535,HD,CCA,0.070662125
100,200,0.1,28,1,0.999112131267665,0.999112131267665,HD,CCA,0.10750325
100,200,0.1,28,2,0.998344228311943,1.99745635957961,HD,CCA,0.10750325
100,200,0.1,28,3,0.989880687562598,2.98733704714221,HD,CCA,0.10750325
100,200,0.1,28,4,0.998562210886391,3.9858992580286,HD,CCA,0.10750325
100,200,0.1,28,5,0.999111635859397,4.98501089388799,HD,CCA,0.10750325
100,200,0.1,29,1,0.99732976420995,0.99732976420995,HD,CCA,0.089415292
100,200,0.1,29,2,0.998755502308118,1.99608526651807,HD,CCA,0.089415292
100,200,0.1,29,3,0.997924363932967,2.99400963045103,HD,CCA,0.089415292
100,200,0.1,29,4,0.997042682941937,3.99105231339297,HD,CCA,0.089415292
100,200,0.1,29,5,0.998291357393363,4.98934367078633,HD,CCA,0.089415292
100,200,0.1,30,1,0.997768647097272,0.997768647097272,HD,CCA,0.083201292
100,200,0.1,30,2,0.99485041096652,1.99261905806379,HD,CCA,0.083201292
100,200,0.1,30,3,0.994582298573015,2.98720135663681,HD,CCA,0.083201292
100,200,0.1,30,4,0.998146268544869,3.98534762518168,HD,CCA,0.083201292
100,200,0.1,30,5,0.999248084465285,4.98459570964696,HD,CCA,0.083201292
100,200,0.1,31,1,0.987259739189315,0.987259739189315,HD,CCA,0.127709292
100,200,0.1,31,2,0.995111130321962,1.98237086951128,HD,CCA,0.127709292
100,200,0.1,31,3,0.999395268827761,2.98176613833904,HD,CCA,0.127709292
