6.673121855036081342e+02,-8.159078063443434985e+02,-3.188024126823182769e+02,-1.093269760002799558e+03,2.586227272141371714e+02,8.201758808267849190e+02,1.504042822570384885e+02,7.216490781470011484e+01,-3.508882855653288857e+01,-2.101908036731433427e+01,2.212504246988821990e+02,-1.346109151149022125e+02,2.709553765199442523e+02,-4.986174540573724130e+02,1.823653835036676014e+02,-3.168108027118514087e+02,9.441467785522385725e+01,-1.415859133382230652e+02,-6.727860099102818481e+01,1.621266391957827295e+02,3.269504410382497639e+01,8.558501333983042514e+01,1.530154877959706710e+02,1.079282049434398516e+02,-6.396838731534369771e+01,1.625494843680353796e+01,5.959646829351197539e+01,1.730582028338031364e+02,1.640583180815123114e+02,7.154593457300994430e+01,5.145420273983297932e+01,2.950842941094044036e+01,-4.043446418704110812e+01,-8.080451430044757899e+01,-9.167921095789370156e+01,-7.043281449892045032e+01,3.568030663354002741e+01,1.372592575750704924e+01,-1.622779653492294472e+02,7.834541326001028949e+01,-9.847395724375921588e+01,-6.303438337580662676e+01,3.427710385013606498e+01,-1.099834888872335483e+02,-3.757050730949970330e+01,1.968020697158245014e+01,1.231769149263634944e+01,-7.850018221309076694e+01,-1.378973148866741383e+01,-1.032159028752509329e+02
-1.075262455657794817e+03,-6.286707780428565684e+01,-1.462468082743648438e+03,1.992712190566152231e+00,-9.410509700199785357e+02,2.940900006376479325e+01,5.239121757811808493e+02,-4.840411054469434760e+00,2.821831328672633532e+01,1.481335352846870990e+02,-8.499903413126644409e+02,3.940584811166039003e+02,1.315494736081714677e+02,-1.308896703841018194e+01,-1.964438364291594041e+01,2.111814680925585321e+02,2.800484730974633862e+02,-2.227756493074277557e+02,3.939675836312117667e+02,3.673234916654986648e+01,9.862949589094115765e+01,-1.398034374312558157e+02,1.636097512408531998e+02,-7.647145081147655787e+01,1.123749087677841629e+02,-2.092365941722309230e+02,1.373326182406056546e+02,1.430858648241061246e+02,3.691079729277543038e+02,1.667928223551120368e+02,-6.371067887896504800e+01,1.658669281737199412e+02,6.247654195524341958e+01,2.239150008571486694e+01,1.008869005544010378e+02,8.413128072890900455e+01,-7.270807761820211113e+01,-6.060324660559164300e+01,-1.255795943265603967e+02,-2.649646269359588580e+00,9.134582127341458602e+01,-6.615918947092184510e+01,-8.556829103411722315e+01,1.833912517328241787e+00,-9.157963995752727016e+00,-6.699575349414691061e+01,-1.170167043130635278e+02,1.206184811975223425e+02,2.848095217973182258e+01,1.110373068580713323e+02
-4.557430186664566463e+03,1.186450182455076629e+03,2.114894652835407101e+02,1.047341098855968539e+03,-3.370253882656527367e+02,1.925668046863455629e+01,-4.383310657556135936e+01,-1.905983081871203240e+02,3.573988720811309463e+02,-4.678064716067742523e+01,-4.022478219738750340e+02,-2.413529589706748482e+02,6.790945014246017308e+01,5.115662128472831682e+01,-5.056210062694333374e+00,-1.849894591972612545e+01,1.654921758716301099e+02,3.228539312455088606e+01,-8.461405745590346328e+01,3.908962596566188097e+01,-2.163463175984563236e+01,6.916670338858126854e+01,-2.698510939810633147e+01,9.857974686171232293e+00,-1.789582688778614283e+01,-5.021504553347453736e+01,1.778355119386194758e+02,-3.919735363356225832e+01,-1.176106489366605103e+02,1.924548607805824219e+01,1.185542132246672509e+02,4.260315716560441501e+01,6.192957022957535429e+01,-7.965037011513591381e+01,3.530848625669068497e+01,-5.576622385326965059e+01,6.156401754012645711e+01,-1.387105420600437924e+02,3.668737614070789732e+01,-5.106432259096023074e+01,-3.347694212649642509e+01,-5.649603042223409943e+01,-3.420522467069865513e+01,5.134390764720023981e+00,-4.057041615677107416e+01,-2.300196470582798725e+01,1.780049739806727160e+01,1.054907951981887493e+01,-8.848804651106527785e+01,1.620072736037734273e+01
-3.326875775817843532e+03,-4.952080048719373622e+02,4.138659508194555201e+02,1.659806111447048949e+01,-6.746090471354499414e+02,7.024660690123195081e+02,-4.840846117875797177e+02,1.356716418009237373e+02,-6.987658217957107354e+01,8.385979305530597117e+01,6.323982096841415768e+01,1.595040631834731357e+02,-1.298829164171985155e+02,1.328974622104414038e+02,1.888318954729313077e+02,-1.185347059570652704e+02,-1.212480423695116372e+02,-1.388952205448914157e+01,4.759839040212460759e+01,6.475483189025447928e+01,8.623657545515172274e+01,4.759229839668998352e+01,1.343526811346487193e+02,-2.399308819763359679e+01,1.567427786635569191e+02,-7.235129486584423120e+00,2.863835889484754915e+01,-5.999773347548109825e+01,9.592374290142623749e+01,-8.075384664715286931e+00,-1.166499396160098456e+00,6.443416778715182147e+01,4.407735009342610510e+01,8.444430191067462488e+01,-7.156239346056355544e+01,-6.634867945599152961e+01,6.922200669503072845e+01,4.294725750950846077e+01,1.161677838970200725e+02,-9.575281608462852034e+01,-2.250317345491701815e+01,-3.964214017867107032e+01,3.979003808671835429e+01,-3.306832402154434902e+01,-2.428673666907155138e+01,6.537728104248593297e+01,1.843493782457192509e+01,-6.675344264630420810e+01,-4.120137403682456068e+01,1.144852275624984372e+01
-2.971917072918071426e+03,-4.877943010099971275e+02,-6.505739738719971683e+02,7.916485639503733864e+02,4.084537734739679422e+02,-3.471987795304852398e+01,-1.456736089036752446e+01,-1.934681248153503930e+01,1.579263434951585054e+02,1.896771002704456919e+02,3.485266364552143159e+02,-5.401832076911232150e+01,-4.119532173913045767e+02,1.581987356380192864e+02,4.116122805022701669e+01,1.401424374796636130e+02,-1.060748223067463556e+02,-2.854282451133541372e+02,-1.784315882692747550e+02,-2.099474933567160662e+01,8.930132394122686890e+01,-2.341787413939944145e+02,-1.819208191662008289e+02,9.545300996486815848e+01,3.211972792250959401e+02,9.788330541405899510e+01,1.276418840759860416e+02,-3.704885967191290774e+01,-6.935999167621704942e+01,-4.929051102169370324e+01,-1.553873132202360807e+02,-1.304765050610800188e+02,-8.582505731221102963e+01,9.327574814316569984e+01,-1.210390844149443268e+01,-8.355236621380616668e+01,-9.816409580021540648e+01,7.024864310080198493e+01,-3.251833725380789986e+01,5.271192983823537048e+01,1.262139196911917480e+02,-1.396801038127810557e+01,-2.166737703582001018e+00,-2.222789773871696895e+01,-2.386484231761813035e+01,-4.089049635536503047e+01,-1.550490306676240237e+01,6.315404221500145354e+00,4.840465720537456207e+01,-1.077595462260178749e+01
-8.453619980341270548e+02,1.326049296666687951e+03,-1.388727594363286244e+03,-1.167716562280505514e+03,7.871900999179000564e+02,-2.822551399387052129e+02,-5.601212420674821146e+01,1.286985713946351098e+02,-4.437678351674659893e+02,-2.924710419086603679e+02,6.327023656545463837e+02,1.247407530773763540e+02,3.481080406592116105e+02,2.683030977850236454e+01,4.098736285203252692e+02,-8.157549747280778263e+01,-1.242638754122961160e+02,2.541581088394109429e+02,-9.067489888117926000e+01,-9.167331289939362193e+01,-2.284176369667067661e+02,2.219516717037201659e+02,4.536414841489283845e+01,1.732896672292126254e+02,-1.109370783530258393e+02,-2.755005765894442220e+02,-5.875594811191164979e+01,-2.442605568951544797e+02,-1.820691046168056459e+02,3.461251018595032178e+02,-2.524775143371769559e+01,-8.710767121054528772e+00,-8.193316393222963256e+01,-1.022118354708604073e+02,6.038816889573602964e+01,-2.660165161630445496e+01,-8.116706286878637400e+01,-8.299907377990209056e+00,-7.017675744212928635e+01,2.961487612895670907e+01,1.125220389701879782e+02,2.808187745652515943e+01,1.533623435700629898e+02,-3.649291310919817732e+01,1.961696947120738344e+01,3.710342901824524198e+00,5.647877385302942344e+01,7.757159354045138855e+01,3.714688813117350463e+01,-8.784712740229448968e+01
1.615626347331266970e+03,-4.475831327622668709e+02,4.733946827208671380e+02,-2.174876106247661937e+03,2.515964078081355240e+02,4.972850252222988843e+02,7.606508293649417283e+02,1.113790837417108150e+02,1.708678445454889925e+02,-3.048123942907308788e+02,2.589034914846871516e+02,2.167525169208686577e+02,-2.975505146503029437e+02,-1.655564470490068629e+02,2.840127628056014828e+02,-2.139912448651989223e+02,-2.228464055180218111e+02,8.000753935752096879e+01,-2.181340915565309047e+02,3.891261726879189951e+02,-2.418966622964706517e+02,-2.390797957929190432e+02,3.817075659547511464e+02,-1.333706995432546591e+02,-3.038907147948583543e+02,-4.451292380658244952e+01,4.092253467519012844e+01,8.578284208718277171e+01,-2.507365471439397453e+01,-3.276959861203554425e+01,-7.730314965055866594e+01,-1.286557207685495996e+02,6.236524215305736618e+01,1.569473283211172188e+01,6.811979453682941710e+01,-9.958714352176056650e+01,1.128796847287886038e+02,1.278344844498487021e+02,-2.569151611065052521e+02,-6.216671339179404754e+01,8.301974951387451540e+01,-3.249921101962930692e+01,4.513885893820470585e+01,-1.429483474853769565e+01,5.617942472620202921e+01,2.230656479532910907e+00,1.158985358971387143e+02,-1.416572384489231951e+01,3.875763599510641910e+01,-9.152538978830909855e+01
9.444450404135606050e+02,6.966836985786853802e+02,-3.657767808323228564e+02,4.073867041774353481e+01,7.144979022076134356e+01,-1.255561329545355704e+02,1.459537551522690535e+02,1.366557273889657154e+01,-3.417158912787960645e+01,2.665577559758422694e+02,1.667642470326797621e+01,-1.302618661357665246e+02,-8.181487003430373761e+02,-2.431847317765318905e+02,1.447938340033293514e+02,-1.078815992138951430e+02,-2.754998081773820218e+02,-3.644285567342283230e+02,2.866733073591710195e+02,-2.469833510906230174e+02,-2.485640898594205339e+02,-1.201514131958588507e+02,5.754896359441720222e+01,-4.508974387278524887e+01,-1.178637451804607537e+02,-2.189878211722844412e+02,-5.667176718325531226e+01,1.841285262573097725e+01,1.369624001224602594e+00,1.818403897819461577e+02,-2.169374062401883663e+01,-1.730450318784389907e+01,2.978606381910173440e+01,-3.117122354724014599e+01,-5.872184967356399454e+01,1.844490603091453522e+02,7.618194505871193201e+01,-6.605290397805845259e+01,-9.993246946322599911e+01,2.723773843468433142e+01,3.481033386254463835e+01,3.335145084039606189e+01,1.025856275428254492e+02,9.570572237916002223e+01,9.909362364584175964e+01,-5.360587887956202735e+01,-1.887823122698489442e+02,9.597533652876242627e+01,1.042712459601995079e+02,-1.713974841740898398e+02
-3.578205451445556719e+03,8.833939127660175927e+02,-3.135760410603276682e+02,4.678396242936561862e+02,-1.732644805198262361e+02,6.192244560963604272e+02,1.077568327440530851e+02,2.656723774555405271e+01,1.730045375301393307e+01,1.163684713752807625e+02,-1.078368974226019930e+02,-1.382716232109208931e+02,1.951246269533204156e+02,1.097713211069705608e+01,3.221420758368049775e+01,-1.993951895287974594e+02,-1.896478520294738956e+01,-1.462326233220235849e+01,1.349843982817085930e+02,1.480241119522954136e+02,-3.704934740890197986e+01,-6.991406428014197161e+01,4.104123319893091093e+01,4.745799597458443486e+01,-6.930321173563662285e+01,1.166578714258300309e+01,4.461212641722823946e+00,1.586525914033440898e+01,2.967617158248674514e+01,-6.537051368293975884e+01,-1.897233502036237951e+01,-4.505667294664714007e+01,-2.567737412486002313e+01,-8.217188543166251691e+01,-3.869537470807821933e+01,-7.260643221874414621e+01,-6.954964067374895365e+01,7.657949469494766959e+00,2.605493219712560915e+01,-2.322424168661533983e+01,2.556170029856257742e+01,-5.964093977535185331e-01,1.565663916271249434e+01,-2.287518489431299429e+01,-2.212668413999817574e+01,-5.266038718113296113e+01,-6.623211729723851704e+01,1.760227841996155007e+00,-4.209367494789617581e+01,8.476103090339469759e+01
1.396221501502134288e+03,2.247607967026647202e+02,-4.681663889554415903e+01,-1.464766048799943974e+02,-2.219769506571073805e+02,2.012042968602428061e+02,5.810026416271450671e+02,-9.817939604457005487e+01,1.797707150731787351e+02,8.458390614607078817e+01,-4.607378020345905156e+02,-1.990726568136919070e+02,-1.113633882794785137e+02,-2.304066430668830208e+02,1.779053026647696356e+02,-1.630779511087081346e+02,1.326995940070160032e+02,5.843881525762449058e+01,1.697853932048843717e+02,6.640962487292469518e+00,7.974120783731655138e+01,8.600216208427315223e+01,4.997807901143659137e+00,9.214741999599465316e+01,1.047255703486995628e+02,4.829502896394026124e+01,-7.646305158826656623e+01,1.302827516402911279e+01,-6.489434177359501632e+01,1.655595883870401508e+02,-1.196797514755688780e+02,2.125775788055580051e+01,2.570235839791846999e+01,5.579394199745161842e+01,-1.115830838307707751e+02,3.533729059651520288e-01,-1.033875330740758329e+02,-1.384971091616551746e+02,-6.469817101816167337e+01,1.068820815659381473e+01,3.834120871436684297e+01,1.030753067709033814e+02,4.674190644265722483e+01,2.311542852197545272e+01,-1.669583089800604370e+01,-7.193894368188520616e+01,-3.382049541647965896e+00,6.737785998426511469e+01,2.487007295533846474e+00,2.804936740759205804e+01
